,Id,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,age_group,duration_status,Month,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1766,1767,1,1,0,0,0,0,0,6,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
1767,1768,1,2,0,3,0,0,1,7,0,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0
1768,1769,2,1,0,0,0,0,1,3,0,5,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
1769,1770,1,1,0,1,0,0,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1771,1772,1,1,0,0,0,0,1,4,1,6,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1772,1773,1,3,0,3,1,1,1,1,1,2,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0
1773,1774,2,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1774,1775,1,2,0,0,0,0,1,1,0,0,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0
1777,1778,1,1,0,0,1,0,1,1,2,1,2,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1778,1779,1,2,0,0,0,0,1,2,0,0,0,1,2,1,11,0,0,0,0,0,0,0,0,0,0,1
1779,1780,1,2,0,2,0,0,1,1,0,5,1,1,4,0,5,0,0,0,0,0,1,0,0,0,0,0
1781,1782,0,1,0,1,1,1,1,1,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1782,1783,1,1,0,2,0,0,0,1,0,0,0,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0
1783,1784,0,3,0,0,1,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1784,1785,1,1,0,2,1,1,1,2,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0
1785,1786,0,3,0,2,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
1786,1787,1,1,0,1,1,0,1,1,1,2,0,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0
1788,1789,0,1,0,0,1,0,1,4,2,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1789,1790,0,3,0,1,0,0,1,1,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0
1790,1791,2,2,0,0,0,0,0,1,1,2,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0
1791,1792,1,2,0,0,0,1,1,1,0,0,0,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0
1792,1793,1,1,0,0,1,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1794,1795,0,3,0,0,1,0,1,2,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1795,1796,1,2,0,0,1,1,0,8,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0
1796,1797,0,3,0,0,0,0,1,2,0,3,1,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0
1797,1798,1,3,0,0,0,0,1,1,0,0,0,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0
1798,1799,2,1,0,0,1,0,1,1,1,2,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1799,1800,2,2,0,0,0,0,1,1,0,0,0,1,4,0,4,0,0,0,0,0,1,0,0,0,0,0
1800,1801,1,3,0,0,1,0,1,2,0,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1801,1802,0,3,0,0,1,1,1,1,0,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1802,1803,1,1,0,0,1,0,1,2,0,0,0,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0
1803,1804,1,3,0,2,0,0,1,2,0,2,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0
1804,1805,0,1,0,2,0,0,1,8,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1805,1806,2,1,0,0,0,1,0,1,0,0,0,1,2,0,11,1,0,0,0,0,0,0,0,0,0,0
1806,1807,1,3,0,0,0,0,1,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1807,1808,1,3,0,1,0,1,1,3,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,1,0
1808,1809,1,1,0,0,1,0,1,1,2,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1809,1810,2,1,0,0,0,0,1,1,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0
1810,1811,1,1,0,0,0,0,1,1,0,0,0,1,4,0,9,0,0,0,0,0,1,0,0,0,0,0
1811,1812,1,1,0,0,0,0,1,3,1,4,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,1
1812,1813,0,3,0,0,1,0,1,17,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0
1813,1814,2,2,0,1,0,1,1,2,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0
1816,1817,1,1,1,0,0,0,1,5,0,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
1817,1818,1,1,0,0,1,1,1,2,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1818,1819,1,2,0,2,1,0,1,1,0,0,0,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0
1819,1820,1,1,0,0,1,1,1,1,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0
1820,1821,1,2,0,3,1,0,1,1,0,3,1,1,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1821,1822,0,2,0,0,1,0,1,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1822,1823,0,1,0,2,1,0,1,3,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1823,1824,1,3,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1826,1827,1,3,0,0,0,0,1,1,0,0,0,1,4,1,4,0,0,0,0,0,0,1,0,0,0,0
1827,1828,0,1,0,1,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
1829,1830,1,1,0,0,0,0,1,1,0,0,0,1,3,1,8,1,0,0,0,0,0,0,0,0,0,0
1830,1831,1,1,0,3,1,0,1,2,1,1,0,0,3,1,11,0,0,0,0,0,0,0,0,0,1,0
1831,1832,0,1,0,1,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0
1832,1833,1,1,0,2,1,0,1,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1833,1834,1,1,0,0,0,0,1,2,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0
1835,1836,2,3,0,0,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1836,1837,1,1,0,0,0,0,1,2,0,0,0,1,3,1,11,0,1,0,0,0,0,0,0,0,0,0
1837,1838,1,2,0,0,1,0,1,8,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1838,1839,0,3,0,2,0,0,1,1,2,1,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1839,1840,0,3,0,1,1,0,0,3,3,3,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0
1840,1841,1,1,0,0,1,0,1,2,2,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1841,1842,1,1,0,0,1,0,1,1,0,0,0,0,1,1,11,0,1,0,0,0,0,0,0,0,0,0
1843,1844,1,1,0,0,0,0,1,2,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0
1844,1845,1,2,0,0,1,0,1,3,0,0,0,0,3,1,5,0,1,0,0,0,0,0,0,0,0,0
1845,1846,1,1,0,0,1,0,1,1,0,2,1,1,3,0,8,0,0,0,0,0,0,0,0,0,0,1
1846,1847,0,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1848,1849,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
1849,1850,1,2,0,1,0,0,1,2,0,0,0,1,3,0,6,0,0,0,0,0,1,0,0,0,0,0
1850,1851,1,2,0,0,1,0,1,2,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0
1852,1853,0,2,0,0,1,0,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0
1853,1854,0,3,0,0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
1854,1855,0,1,0,2,1,0,1,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
1855,1856,0,1,0,0,1,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1857,1858,1,1,0,0,0,0,1,1,0,1,1,1,1,0,9,0,1,0,0,0,0,0,0,0,0,0
1859,1860,1,1,0,2,0,0,1,4,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0
1860,1861,1,2,0,0,0,0,1,2,0,2,0,0,4,0,8,0,0,0,1,0,0,0,0,0,0,0
1861,1862,1,1,0,0,1,0,1,2,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1862,1863,1,1,0,0,1,0,1,4,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
1863,1864,0,3,0,0,0,0,0,2,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0
1864,1865,0,3,0,3,0,0,1,2,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1866,1867,1,1,0,0,1,0,1,2,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1869,1870,1,1,0,0,1,1,1,2,0,0,0,1,1,1,8,0,0,0,0,0,0,0,1,0,0,0
1870,1871,0,1,0,0,0,0,1,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0
1871,1872,1,3,0,0,0,0,1,2,0,2,1,1,4,0,11,0,0,0,0,1,0,0,0,0,0,0
1872,1873,1,3,0,0,0,0,1,2,2,8,0,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0
1873,1874,1,1,0,0,0,0,1,4,0,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0
1874,1875,1,3,0,0,0,0,1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1877,1878,0,1,0,1,0,0,1,2,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0
1878,1879,2,2,0,0,0,1,0,1,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0
1880,1881,1,1,0,0,0,0,0,1,2,1,1,1,4,0,7,0,0,0,0,0,1,0,0,0,0,0
1883,1884,1,2,1,0,0,1,1,9,0,0,0,0,2,1,7,0,1,0,0,0,0,0,0,0,0,0
1884,1885,0,3,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
1885,1886,1,2,0,0,0,0,1,4,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0
1886,1887,1,2,0,0,1,0,1,2,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0
1887,1888,0,1,0,0,0,0,0,1,0,4,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1888,1889,1,1,0,0,0,0,1,2,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,1,0
1889,1890,2,3,0,2,0,0,1,1,1,1,0,1,1,0,12,1,0,0,0,0,0,0,0,0,0,0
1892,1893,2,1,0,0,0,0,1,1,0,0,0,0,3,1,7,0,0,0,1,0,0,0,0,0,0,0
1893,1894,1,1,0,1,0,0,1,1,2,1,1,1,2,1,7,0,0,0,0,1,0,0,0,0,0,0
1894,1895,0,1,0,0,0,0,1,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1895,1896,0,3,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1896,1897,1,3,0,1,1,1,1,4,1,1,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1898,1899,1,2,0,0,1,0,1,6,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0
1899,1900,1,3,0,0,0,0,1,3,0,0,0,1,3,1,11,0,0,0,0,0,0,0,0,0,1,0
1900,1901,2,3,0,0,1,0,1,1,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0
1901,1902,1,1,0,1,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
1903,1904,0,1,0,2,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
1905,1906,1,1,0,0,0,0,1,1,0,1,0,0,1,1,11,0,1,0,0,0,0,0,0,0,0,0
1906,1907,1,2,0,0,0,0,1,3,0,0,0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0
1907,1908,1,2,0,1,1,0,1,2,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0
1909,1910,0,1,0,0,1,1,1,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0
1910,1911,0,1,0,0,1,0,1,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1911,1912,1,1,0,0,1,0,1,3,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
1912,1913,0,1,0,0,1,0,1,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0
1913,1914,2,1,0,2,1,0,0,2,4,3,0,1,3,1,10,1,0,0,0,0,0,0,0,0,0,0
1914,1915,1,3,0,2,0,0,1,2,1,5,2,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0
1917,1918,1,1,0,0,0,0,1,1,0,0,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0
1918,1919,0,3,0,0,0,0,1,3,0,0,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0
1920,1921,1,1,0,0,1,1,1,1,1,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0
1921,1922,2,3,0,0,1,0,1,4,0,0,0,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0
1923,1924,1,3,0,1,0,0,1,1,0,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
1924,1925,0,3,0,0,0,0,1,1,0,2,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,1
1925,1926,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
1926,1927,0,3,0,0,1,0,1,2,1,1,2,1,1,1,11,0,0,0,0,0,0,0,0,0,1,0
1927,1928,0,1,0,0,0,0,1,3,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0
1928,1929,1,1,0,3,0,0,1,2,1,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0
1930,1931,1,1,0,0,1,0,1,2,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
1931,1932,0,3,0,0,1,0,1,1,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0
1932,1933,0,1,0,0,1,0,1,1,2,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
1934,1935,1,2,0,1,0,0,1,2,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0
1936,1937,0,2,0,0,0,0,1,1,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1
1937,1938,0,2,0,1,1,0,1,1,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0
1938,1939,1,3,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1939,1940,0,3,0,0,1,0,1,3,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1940,1941,1,1,0,0,1,1,1,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0
1941,1942,1,3,0,0,1,0,1,6,0,6,1,1,2,1,5,0,0,0,0,1,0,0,0,0,0,0
1943,1944,0,3,0,0,1,1,1,1,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1944,1945,0,1,0,0,0,0,1,2,0,0,0,1,3,1,7,1,0,0,0,0,0,0,0,0,0,0
1945,1946,1,2,0,1,1,1,1,1,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1946,1947,0,3,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1
1947,1948,1,3,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1948,1949,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1951,1952,1,3,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1952,1953,1,3,0,0,1,0,1,1,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
1954,1955,0,1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
1957,1958,2,2,0,0,0,0,0,3,0,0,0,1,4,0,5,0,0,0,0,0,1,0,0,0,0,0
1958,1959,1,1,0,0,1,0,1,2,5,1,0,1,1,0,9,0,0,0,1,0,0,0,0,0,0,0
1960,1961,1,1,0,0,0,1,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1961,1962,1,2,0,0,1,0,1,2,2,3,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,0
1963,1964,1,1,0,0,0,1,1,17,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0
1964,1965,0,3,0,0,0,0,1,4,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1965,1966,1,1,0,0,1,0,1,1,2,4,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1967,1968,1,2,0,0,0,0,1,2,0,0,0,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0
1968,1969,2,3,0,1,0,0,1,2,1,3,1,1,1,0,9,0,0,0,0,1,0,0,0,0,0,0
1969,1970,0,1,0,0,0,0,1,4,0,6,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1970,1971,1,1,0,0,0,0,0,1,0,0,0,1,4,1,12,0,0,0,0,0,1,0,0,0,0,0
1973,1974,1,3,0,0,1,1,1,4,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0
1974,1975,1,3,0,0,1,0,1,1,0,0,0,1,1,1,8,0,0,0,0,1,0,0,0,0,0,0
1977,1978,0,1,0,0,0,0,1,3,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0
1978,1979,0,3,0,1,0,0,1,3,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0
1979,1980,0,1,0,0,0,0,1,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0
1980,1981,1,2,0,0,1,0,1,2,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1981,1982,0,3,0,0,0,0,1,3,0,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0
1983,1984,1,1,0,0,1,0,1,3,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1984,1985,0,1,0,1,0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1985,1986,0,3,0,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
1987,1988,1,3,0,0,1,0,1,2,1,2,0,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0
1988,1989,1,1,0,0,0,0,1,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1989,1990,1,1,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0
1990,1991,1,1,0,2,0,0,1,1,0,0,0,1,2,1,11,1,0,0,0,0,0,0,0,0,0,0
1992,1993,1,1,0,0,1,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
1993,1994,0,3,0,1,0,0,1,2,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1995,1996,0,1,0,1,0,0,1,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
1996,1997,1,1,0,0,1,1,1,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0
1999,2000,0,1,0,0,1,0,1,2,2,11,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2000,2001,1,2,0,2,0,0,1,3,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0
2002,2003,0,3,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0
2004,2005,0,1,0,0,0,0,1,2,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,1,0
2005,2006,1,1,0,0,0,0,1,4,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0
2007,2008,1,2,0,1,1,0,1,3,0,0,0,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0
2008,2009,0,2,0,0,1,0,1,18,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
2009,2010,1,1,0,0,1,0,1,2,1,2,2,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0
2011,2012,1,1,0,0,0,0,1,1,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0
2012,2013,1,1,0,1,1,0,1,2,1,6,2,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0
2013,2014,0,1,0,0,0,0,1,1,0,7,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0
2015,2016,0,1,0,0,1,1,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
2016,2017,1,1,0,0,1,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
2020,2021,0,3,0,0,0,0,1,1,0,2,1,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
2021,2022,0,1,0,3,0,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
2023,2024,0,3,0,0,1,0,1,6,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0
2024,2025,1,1,0,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
2025,2026,0,3,0,3,1,0,1,1,0,2,2,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0
2026,2027,1,1,0,0,1,1,1,1,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0
2029,2030,1,2,0,1,0,0,1,3,0,3,2,1,4,0,12,0,0,0,0,0,1,0,0,0,0,0
2030,2031,0,1,0,0,0,0,0,5,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0
2031,2032,2,1,0,0,0,0,1,3,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0
2032,2033,1,1,0,0,1,0,0,2,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0
2034,2035,1,2,0,3,0,0,0,1,0,2,2,1,4,0,11,0,0,0,0,0,1,0,0,0,0,0
2035,2036,0,3,0,0,0,0,1,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1
2037,2038,1,1,0,1,0,0,1,3,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0
2038,2039,1,2,0,0,0,0,0,2,0,0,0,1,4,0,12,0,0,0,0,0,1,0,0,0,0,0
2039,2040,2,3,0,0,1,0,1,1,0,0,0,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0
2040,2041,1,1,0,2,0,0,1,1,0,0,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0
2043,2044,1,3,0,0,0,0,1,1,2,2,1,1,4,1,4,0,0,0,0,1,0,0,0,0,0,0
2044,2045,0,1,0,0,1,1,1,2,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0
2046,2047,1,2,0,2,0,0,1,1,0,0,0,0,4,1,3,0,0,0,0,0,1,0,0,0,0,0
2047,2048,0,3,0,0,0,0,1,3,0,0,0,1,1,1,8,0,0,0,0,0,0,1,0,0,0,0
2048,2049,1,1,0,0,0,0,1,6,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0
2050,2051,1,2,0,0,1,1,1,3,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
2053,2054,1,3,0,1,0,0,0,4,0,0,0,1,2,0,8,0,0,0,0,1,0,0,0,0,0,0
2055,2056,2,1,0,1,0,0,1,2,0,0,0,1,3,1,8,0,0,0,0,0,0,0,0,0,1,0
2056,2057,1,1,0,0,1,1,1,2,2,5,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
2058,2059,1,3,0,1,0,0,1,2,0,4,1,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0
2059,2060,1,3,0,1,1,1,1,4,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0
2061,2062,1,1,0,3,1,0,1,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0
2062,2063,0,1,0,1,0,0,1,2,0,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0
2063,2064,1,1,0,0,1,0,1,2,0,0,0,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0
2064,2065,2,3,0,0,0,1,1,3,0,0,0,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0
2065,2066,1,3,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
2066,2067,1,1,0,1,0,0,1,1,0,0,0,1,1,1,12,0,0,0,0,0,0,0,0,0,1,0
2067,2068,1,2,0,0,1,0,1,2,2,1,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0
2068,2069,1,3,0,2,1,0,1,2,1,2,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
2070,2071,1,3,0,1,0,0,1,3,0,5,1,1,2,0,8,0,0,0,0,0,0,0,0,0,1,0
2071,2072,1,3,0,0,1,1,1,2,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0
2072,2073,1,3,0,0,1,0,0,10,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0
2074,2075,0,3,0,1,1,0,1,2,1,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
2075,2076,1,2,0,0,1,0,1,3,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0
2077,2078,2,1,0,0,1,0,1,11,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0
2078,2079,1,2,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0
2079,2080,1,1,0,0,1,0,1,3,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0
2081,2082,1,1,0,2,0,0,1,1,0,0,0,0,4,0,8,0,0,0,0,0,1,0,0,0,0,0
2083,2084,1,2,0,0,1,0,1,4,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
2084,2085,1,1,0,0,0,0,1,1,2,1,1,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0
2085,2086,1,1,0,0,0,0,1,2,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,1
2087,2088,1,1,0,0,1,0,1,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
2088,2089,2,3,0,0,0,0,1,22,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
